FIR_Suspects_ID,FIR_ID,Suspect_ID,Reason_For_Suspicion,Date_Linked
604,28350,10734,Prior criminal record,2020-10-25
605,18005,18950,Phone call records,2021-05-21
606,26179,28457,Suspicious behaviour reported,2022-03-13
607,14562,27477,CCTV footage,2021-04-19
608,39903,20242,Witness testimony,2020-09-22
609,22134,31391,Seen near crime scene,2020-01-21
610,23332,25593,Seen near crime scene,2020-04-04
611,23332,4325,Phone call records,2022-07-30
612,10649,10446,Prior criminal record,2022-08-31
613,10649,3485,CCTV footage,2020-11-21
614,20486,9625,Seen near crime scene,2022-06-20
615,31560,28928,Witness testimony,2023-02-23
616,11922,24098,Seen near crime scene,2020-07-14
617,14257,24510,CCTV footage,2021-03-20
618,5926,17719,CCTV footage,2022-03-09
619,7133,2305,Seen near crime scene,2021-01-05
620,33338,10435,Seen near crime scene,2019-03-21
621,5546,26847,Phone call records,2020-01-09
622,1494,1609,Seen near crime scene,2023-05-30
623,20762,25868,Phone call records,2021-01-07
624,19958,7164,Phone call records,2023-07-24
625,36281,25643,Phone call records,2023-04-02
626,27363,3278,CCTV footage,2022-05-12
627,39297,28663,Suspicious behaviour reported,2023-04-23
628,22050,25716,Suspicious behaviour reported,2023-11-13
629,32905,13121,Prior criminal record,2019-10-13
630,32905,1508,Prior criminal record,2020-03-27
631,32170,18092,Phone call records,2021-03-05
632,11875,9322,Seen near crime scene,2022-08-02
633,28523,494,Phone call records,2020-06-19
634,28523,29170,Witness testimony,2022-08-31
635,21901,30058,CCTV footage,2020-04-19
636,21901,30599,CCTV footage,2019-04-04
637,1999,16114,Phone call records,2023-02-03
638,26927,12082,Witness testimony,2023-03-31
639,26927,26579,Seen near crime scene,2022-09-06
640,11793,10111,Witness testimony,2019-07-21
641,11793,17763,Suspicious behaviour reported,2023-07-23
642,10812,26264,Prior criminal record,2021-09-08
643,40069,3842,Witness testimony,2022-06-28
644,39106,19946,Witness testimony,2019-07-23
645,13435,16919,Suspicious behaviour reported,2021-09-06
646,38031,12304,Suspicious behaviour reported,2023-08-05
647,23964,12595,CCTV footage,2021-02-13
648,23135,4019,Prior criminal record,2019-07-21
649,26189,9062,Prior criminal record,2023-09-03
650,3898,16561,Prior criminal record,2023-02-18
651,16961,12834,Prior criminal record,2023-10-18
652,15669,14625,Seen near crime scene,2021-10-04
653,4146,29549,Prior criminal record,2021-08-02
654,33124,10906,Suspicious behaviour reported,2019-11-24
655,20078,17360,Suspicious behaviour reported,2023-04-17
656,4000,26207,CCTV footage,2020-06-28
657,35689,30509,Prior criminal record,2019-10-07
658,36389,2139,Witness testimony,2022-08-13
659,3238,16403,CCTV footage,2023-06-05
660,11364,16244,Seen near crime scene,2023-06-17
661,31749,11083,Phone call records,2023-12-05
662,8147,12440,Suspicious behaviour reported,2021-08-06
663,14533,21605,Phone call records,2022-04-25
664,17010,1342,Phone call records,2021-07-13
665,18050,28550,Phone call records,2019-12-18
666,31242,16913,CCTV footage,2019-12-01
667,23569,13768,Witness testimony,2021-01-26
668,4045,7117,Seen near crime scene,2023-07-15
669,20989,1123,Suspicious behaviour reported,2021-06-03
670,38580,26513,Prior criminal record,2021-12-17
671,38699,7830,Phone call records,2020-07-19
672,25598,31321,Witness testimony,2021-04-26
673,15081,15109,Witness testimony,2023-12-28
674,16509,12154,Witness testimony,2020-11-29
675,31062,4321,Suspicious behaviour reported,2020-12-02
676,38154,5651,Witness testimony,2019-05-13
677,3314,2942,Witness testimony,2021-10-08
678,3314,3735,CCTV footage,2019-11-22
679,9736,12700,Phone call records,2019-11-04
680,22087,29984,Prior criminal record,2020-03-24
681,38554,21620,Phone call records,2022-08-28
682,38554,3473,Prior criminal record,2023-10-13
683,34437,1121,Suspicious behaviour reported,2021-12-28
684,15484,20102,Phone call records,2022-08-25
685,8138,24132,Seen near crime scene,2021-01-30
686,12973,14864,Suspicious behaviour reported,2022-02-08
687,11126,20338,Prior criminal record,2021-09-06
688,8174,22552,Suspicious behaviour reported,2021-04-18
689,8174,26498,Phone call records,2019-07-09
690,18014,14756,CCTV footage,2022-04-10
691,27612,24635,Witness testimony,2020-05-20
692,17265,9131,Witness testimony,2019-10-08
693,17265,13581,CCTV footage,2023-05-05
694,20976,6668,Suspicious behaviour reported,2020-01-13
695,31743,13650,Prior criminal record,2019-10-18
696,15681,24193,Phone call records,2023-10-23
697,37899,28583,Phone call records,2022-08-27
698,9275,11572,Witness testimony,2023-08-18
699,514,26685,Witness testimony,2023-10-11
700,22981,28516,Suspicious behaviour reported,2019-06-27
701,22981,29278,Prior criminal record,2020-06-24
702,30571,21580,Phone call records,2019-06-30
703,21600,12253,CCTV footage,2023-09-25
704,21600,7641,Seen near crime scene,2021-03-26
705,36856,12281,Seen near crime scene,2023-03-29
706,36856,4905,Phone call records,2023-07-28
707,2808,2098,Seen near crime scene,2019-01-09
708,2808,10440,Phone call records,2020-04-30
709,23213,26210,CCTV footage,2022-01-22
710,660,7962,Witness testimony,2021-12-25
711,22980,24536,Phone call records,2020-08-07
712,22980,30154,CCTV footage,2020-06-27
713,22638,19890,Suspicious behaviour reported,2020-11-06
714,15332,9374,Phone call records,2019-07-11
715,35718,13022,Witness testimony,2019-02-03
716,32545,13521,Prior criminal record,2023-05-11
717,19087,4522,Suspicious behaviour reported,2022-06-24
718,14317,9369,Seen near crime scene,2019-06-23
719,14317,27442,Witness testimony,2019-04-05
720,3747,16346,Seen near crime scene,2019-05-19
721,4982,18456,Phone call records,2020-09-22
722,38014,18274,Seen near crime scene,2023-08-18
723,16062,29718,CCTV footage,2019-05-06
724,17477,27264,Witness testimony,2023-05-12
725,23150,14996,Phone call records,2019-08-01
726,23150,26849,Witness testimony,2023-10-01
727,30439,13454,Witness testimony,2021-11-16
728,12881,11918,Seen near crime scene,2019-10-02
729,3534,14811,CCTV footage,2022-07-02
730,4568,31116,Phone call records,2019-09-25
731,4568,9492,CCTV footage,2020-03-29
732,12604,17595,Witness testimony,2019-09-23
733,37651,23322,Phone call records,2019-04-23
734,34121,12150,Suspicious behaviour reported,2023-08-26
735,11078,22994,Phone call records,2021-11-20
736,16425,22753,Seen near crime scene,2019-01-09
737,13510,8717,Seen near crime scene,2022-08-16
738,6556,21074,Seen near crime scene,2022-03-24
739,33346,12998,Suspicious behaviour reported,2022-11-09
740,28188,9168,Seen near crime scene,2023-01-24
741,31809,19588,Seen near crime scene,2019-03-04
742,359,27276,Suspicious behaviour reported,2019-08-05
743,359,14853,Prior criminal record,2022-10-19
744,31831,6569,Suspicious behaviour reported,2019-04-06
745,4948,10161,CCTV footage,2023-03-30
746,4948,28914,Suspicious behaviour reported,2023-10-22
747,32098,14598,Phone call records,2021-04-05
748,30081,19170,CCTV footage,2020-10-05
749,30642,2468,Prior criminal record,2021-03-26
750,8870,19320,Witness testimony,2022-09-22
751,27754,12650,Prior criminal record,2021-02-09
752,17880,15698,CCTV footage,2019-10-25
753,26268,654,Witness testimony,2019-03-13
754,35345,8356,Suspicious behaviour reported,2019-03-27
755,29591,3509,Suspicious behaviour reported,2023-01-16
756,23182,28561,Witness testimony,2023-04-26
757,9354,10803,Seen near crime scene,2019-10-09
758,9354,23815,Phone call records,2021-05-05
759,21999,7737,Phone call records,2023-03-29
760,1738,21265,Prior criminal record,2019-08-09
761,17650,12799,Prior criminal record,2019-02-26
762,26287,16635,Phone call records,2022-04-24
763,26287,8542,Phone call records,2019-06-21
764,11617,15498,Witness testimony,2019-07-14
765,37538,13834,Suspicious behaviour reported,2019-09-21
766,33590,10944,Prior criminal record,2023-09-19
767,27530,72,Prior criminal record,2023-05-04
768,12160,3814,Witness testimony,2022-03-18
769,29701,26793,Phone call records,2021-09-22
770,35273,6916,Seen near crime scene,2020-06-28
771,3204,21916,Prior criminal record,2021-02-04
772,3204,11292,CCTV footage,2023-06-30
773,2185,18136,Seen near crime scene,2021-05-22
774,32164,20919,Seen near crime scene,2023-11-12
775,22219,17100,Seen near crime scene,2021-03-04
776,14818,6058,Suspicious behaviour reported,2020-11-12
777,34004,153,Suspicious behaviour reported,2021-02-22
778,18947,22779,Prior criminal record,2023-03-29
779,2957,23585,CCTV footage,2019-06-01
780,40145,16379,Prior criminal record,2023-08-29
781,38008,2385,Suspicious behaviour reported,2020-06-16
782,12457,13752,CCTV footage,2022-07-02
783,37725,5631,Phone call records,2020-08-09
784,37725,5103,Prior criminal record,2023-04-10
785,19913,1259,CCTV footage,2023-09-04
786,19913,497,Witness testimony,2020-07-19
787,12704,1938,Witness testimony,2020-05-05
788,29101,17965,Prior criminal record,2020-09-26
789,29101,21107,Prior criminal record,2021-08-21
790,3641,4102,Phone call records,2020-03-27
791,3641,13840,CCTV footage,2023-04-09
792,7278,3957,Suspicious behaviour reported,2021-01-11
793,32311,22704,Seen near crime scene,2019-08-26
794,32311,9754,Suspicious behaviour reported,2020-06-17
795,10687,28621,Prior criminal record,2023-05-17
796,16280,2054,Witness testimony,2022-04-07
797,9379,23064,Prior criminal record,2021-02-26
798,9045,8225,Prior criminal record,2019-01-22
799,9045,25327,Seen near crime scene,2022-06-12
800,38051,23233,Suspicious behaviour reported,2021-09-18
801,1386,16081,Phone call records,2023-09-02
802,17618,20964,Suspicious behaviour reported,2021-09-14
803,17618,623,CCTV footage,2020-04-10
804,1100,2683,Prior criminal record,2019-10-03
805,9987,26189,CCTV footage,2020-06-12
806,12597,11641,Seen near crime scene,2023-03-06
807,6608,2459,Seen near crime scene,2022-10-22
808,23380,16824,Suspicious behaviour reported,2019-03-26
809,17187,21511,Suspicious behaviour reported,2021-05-15
810,17187,2975,Witness testimony,2022-12-03
811,15376,15272,CCTV footage,2020-07-30
812,15376,28470,Suspicious behaviour reported,2023-03-03
813,33231,1107,Phone call records,2023-08-22
814,15284,29971,Witness testimony,2022-05-11
815,7269,4525,CCTV footage,2020-11-17
816,7269,11301,Suspicious behaviour reported,2020-03-17
817,25081,11308,Witness testimony,2023-03-26
818,25081,26279,Suspicious behaviour reported,2023-07-01
819,27863,17367,Seen near crime scene,2021-12-03
820,140,17389,Witness testimony,2020-10-22
821,140,17645,Witness testimony,2023-10-12
822,38335,25045,Seen near crime scene,2020-08-02
823,4784,29898,Phone call records,2022-06-06
824,7849,6053,Phone call records,2023-10-28
825,7659,18940,Phone call records,2020-08-09
826,6026,13053,Suspicious behaviour reported,2022-03-22
827,7492,28542,Phone call records,2022-01-20
828,8276,21760,Seen near crime scene,2020-10-22
829,861,23899,Phone call records,2022-07-06
830,861,26392,Prior criminal record,2023-02-06
831,13478,21410,Phone call records,2021-02-12
832,32553,19951,CCTV footage,2023-08-13
833,31040,9073,CCTV footage,2023-07-25
834,9293,5143,Seen near crime scene,2022-01-19
835,31148,20336,Suspicious behaviour reported,2022-05-27
836,38543,31575,Seen near crime scene,2022-08-16
837,39168,25824,Phone call records,2023-04-04
838,15027,7050,CCTV footage,2020-01-03
839,15027,17793,Suspicious behaviour reported,2023-11-05
840,12020,31654,Seen near crime scene,2021-06-13
841,2180,21935,Seen near crime scene,2019-07-11
842,2180,18380,Seen near crime scene,2023-05-28
843,1893,8909,Seen near crime scene,2021-03-11
844,20186,14587,Phone call records,2022-03-10
845,16413,26068,Suspicious behaviour reported,2021-12-24
846,26610,1600,CCTV footage,2020-09-15
847,36649,18386,Phone call records,2023-10-22
848,24531,11218,CCTV footage,2023-12-17
849,22892,22883,Witness testimony,2021-11-22
850,22892,11947,Witness testimony,2021-01-31
851,33365,25228,Phone call records,2021-12-16
852,34473,21860,CCTV footage,2020-08-28
853,34473,14623,Phone call records,2023-03-08
854,1405,20580,Prior criminal record,2021-01-15
855,22641,27888,Prior criminal record,2020-09-22
856,20305,16134,Prior criminal record,2021-08-25
857,5177,31678,CCTV footage,2020-11-12
858,30710,25561,Witness testimony,2023-10-31
859,34870,12286,Suspicious behaviour reported,2023-08-25
860,34870,6392,Seen near crime scene,2020-07-10
861,28456,31137,Witness testimony,2020-11-03
862,28185,7466,Phone call records,2020-09-09
863,24129,20490,Witness testimony,2022-07-21
864,30488,29462,Suspicious behaviour reported,2023-12-17
865,1592,11752,Seen near crime scene,2019-08-17
866,30387,23882,Suspicious behaviour reported,2020-10-12
867,16725,16219,Witness testimony,2022-02-17
868,16725,1305,Witness testimony,2023-12-06
869,36556,9617,Witness testimony,2019-10-25
870,26014,9196,Suspicious behaviour reported,2019-09-19
871,23151,1924,Phone call records,2022-03-02
872,30088,15242,CCTV footage,2022-06-04
873,3285,18956,Seen near crime scene,2021-03-08
874,31594,9384,CCTV footage,2020-06-26
875,31837,6274,Suspicious behaviour reported,2021-05-20
876,38364,29378,CCTV footage,2020-08-25
877,32930,11329,Phone call records,2023-06-08
878,5226,760,Seen near crime scene,2020-07-28
879,932,22764,Witness testimony,2021-08-10
880,932,19022,Witness testimony,2022-06-26
881,10869,21693,Phone call records,2020-05-10
882,16757,10067,Prior criminal record,2023-07-06
883,37421,20475,Witness testimony,2019-06-09
884,34461,592,CCTV footage,2022-08-10
885,25181,23895,Seen near crime scene,2019-09-08
886,17224,11323,Seen near crime scene,2022-04-08
887,6410,26823,CCTV footage,2023-06-30
888,38336,18350,Suspicious behaviour reported,2021-11-23
889,5223,28440,Phone call records,2019-08-07
890,18350,978,CCTV footage,2020-07-16
891,19336,20966,Suspicious behaviour reported,2023-12-02
892,34313,17295,Seen near crime scene,2021-09-04
893,360,6159,Phone call records,2020-05-06
894,906,26821,Phone call records,2019-08-08
895,24387,7795,CCTV footage,2022-03-10
896,24387,26007,Suspicious behaviour reported,2022-09-15
897,8293,30585,Prior criminal record,2022-11-22
898,8293,12717,Witness testimony,2020-05-24
899,18506,15668,Prior criminal record,2023-06-21
900,33981,26941,Seen near crime scene,2020-02-06
901,39795,30929,Seen near crime scene,2019-10-27
902,37217,4897,Witness testimony,2023-10-10
903,832,15175,Prior criminal record,2023-12-13
904,7413,1880,Seen near crime scene,2021-07-27
905,7413,8038,CCTV footage,2020-12-04
906,4410,5760,Witness testimony,2021-05-22
907,1780,23839,CCTV footage,2022-03-11
908,24289,7943,Prior criminal record,2021-04-23
909,37399,888,Prior criminal record,2021-04-05
910,39347,7135,Seen near crime scene,2020-02-16
911,24829,13025,CCTV footage,2021-12-04
912,37576,8489,Suspicious behaviour reported,2021-11-26
913,15191,31428,Witness testimony,2020-01-09
914,15191,640,Phone call records,2023-03-11
915,203,9659,Prior criminal record,2019-03-05
916,30869,28596,Seen near crime scene,2021-11-01
917,30869,23705,Prior criminal record,2019-06-22
918,20718,21012,Seen near crime scene,2022-08-30
919,38650,8911,Prior criminal record,2023-11-06
920,33423,3766,Phone call records,2022-07-12
921,26838,18032,Prior criminal record,2021-07-03
922,9422,16995,Witness testimony,2023-10-12
923,9422,16199,Suspicious behaviour reported,2020-05-11
924,6845,5882,CCTV footage,2019-04-10
925,7131,12275,CCTV footage,2019-05-16
926,31960,9506,Phone call records,2023-11-21
927,31960,17230,CCTV footage,2021-11-13
928,489,28444,CCTV footage,2020-01-05
929,489,12893,CCTV footage,2022-07-02
930,39853,18882,Seen near crime scene,2021-03-28
931,39853,23035,Suspicious behaviour reported,2021-06-06
932,22203,25804,Phone call records,2022-05-16
933,12175,5699,Phone call records,2023-07-02
934,21586,17746,Prior criminal record,2022-04-16
935,26361,9779,CCTV footage,2022-02-06
936,27987,13519,Suspicious behaviour reported,2019-07-30
937,14387,796,Suspicious behaviour reported,2019-03-01
938,3421,2140,Prior criminal record,2019-11-07
939,27733,3967,CCTV footage,2019-02-26
940,27733,16710,CCTV footage,2022-11-24
941,27680,9806,Prior criminal record,2021-08-26
942,27680,19192,Witness testimony,2023-04-25
943,24396,10651,Seen near crime scene,2022-12-11
944,17036,15058,Witness testimony,2019-08-26
945,17036,24954,Seen near crime scene,2021-11-28
946,26196,9395,Phone call records,2023-07-19
947,26196,17782,Phone call records,2019-03-20
948,39166,25681,Prior criminal record,2019-10-08
949,17469,16821,Phone call records,2020-04-29
950,17469,18038,Seen near crime scene,2022-11-17
951,25139,11612,CCTV footage,2020-01-12
952,24524,24844,Prior criminal record,2023-01-25
953,24524,22667,Suspicious behaviour reported,2022-02-10
954,37594,5772,Witness testimony,2020-12-05
955,24878,8045,CCTV footage,2021-01-06
956,35267,30677,CCTV footage,2023-06-26
957,3401,15603,Seen near crime scene,2022-08-10
958,8617,16203,Seen near crime scene,2019-01-23
959,39718,21399,Witness testimony,2019-05-07
960,31589,28558,Witness testimony,2023-12-27
961,8940,4474,Suspicious behaviour reported,2022-07-09
